Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
115,2023-11-26,cust115,male,51,clothing,3,500,1500
116,2023-08-23,cust116,female,23,clothing,1,30,30
117,2023-03-15,cust117,male,19,electronics,2,500,1000
118,2023-05-16,cust118,female,30,electronics,4,500,2000
119,2023-03-13,cust119,female,60,clothing,3,50,150
120,2023-05-07,cust120,male,60,beauty,1,50,50
121,2023-10-15,cust121,female,28,electronics,4,50,200
122,2023-10-03,cust122,male,64,electronics,4,30,120
123,2023-05-15,cust123,female,40,electronics,2,30,60
124,2023-10-27,cust124,male,33,clothing,4,500,2000
125,2023-08-08,cust125,male,48,clothing,2,50,100
126,2023-10-26,cust126,female,28,clothing,3,30,90
127,2023-07-24,cust127,female,33,clothing,2,25,50
128,2023-07-05,cust128,male,25,beauty,1,500,500
129,2023-04-23,cust129,female,21,beauty,2,300,600
130,2023-03-12,cust130,female,57,clothing,1,500,500
131,2023-09-18,cust131,female,21,beauty,2,300,600
132,2023-09-10,cust132,male,42,electronics,4,50,200
133,2023-02-16,cust133,male,20,electronics,3,300,900
134,2023-01-25,cust134,male,49,electronics,1,50,50
135,2023-02-26,cust135,male,20,clothing,2,25,50
136,2023-03-20,cust136,male,44,electronics,2,300,600
137,2023-11-18,cust137,male,46,beauty,2,500,1000
138,2023-03-23,cust138,male,49,clothing,4,50,200
139,2023-12-15,cust139,male,36,beauty,4,500,2000
140,2023-08-05,cust140,male,38,electronics,1,30,30
141,2023-11-02,cust141,female,22,electronics,1,50,50
142,2023-02-02,cust142,male,35,electronics,4,300,1200
143,2023-07-17,cust143,female,45,clothing,1,50,50
144,2023-07-15,cust144,female,59,beauty,3,500,1500
145,2023-11-02,cust145,female,39,clothing,3,25,75
146,2023-08-28,cust146,male,38,clothing,4,50,200
147,2023-09-28,cust147,male,23,electronics,1,300,300
148,2023-05-09,cust148,male,18,clothing,2,30,60
149,2023-10-11,cust149,male,22,clothing,3,25,75
150,2023-01-06,cust150,female,58,electronics,4,30,120
151,2023-12-15,cust151,male,29,clothing,1,50,50
152,2023-02-28,cust152,male,43,electronics,4,500,2000
153,2023-12-16,cust153,male,63,electronics,2,500,1000
154,2023-10-02,cust154,male,51,electronics,3,300,900
155,2023-05-17,cust155,male,31,electronics,4,500,2000
156,2023-11-25,cust156,female,43,clothing,4,25,100
157,2023-06-24,cust157,male,62,electronics,4,500,2000
158,2023-02-27,cust158,female,44,electronics,2,300,600
159,2023-05-31,cust159,male,26,clothing,4,50,200
160,2023-08-11,cust160,female,43,clothing,2,50,100
161,2023-03-22,cust161,male,64,beauty,2,500,1000
162,2023-08-21,cust162,male,39,clothing,2,30,60
163,2023-01-02,cust163,female,64,clothing,3,50,150
164,2023-05-15,cust164,female,47,beauty,3,500,1500
165,2023-09-14,cust165,female,60,clothing,4,300,1200
166,2023-04-02,cust166,male,34,clothing,4,500,2000
167,2023-09-17,cust167,female,43,clothing,3,50,150
168,2023-02-24,cust168,male,53,clothing,1,300,300
169,2023-11-17,cust169,male,18,beauty,3,500,1500
170,2023-06-02,cust170,female,25,clothing,2,25,50
171,2023-11-24,cust171,female,52,clothing,3,300,900
172,2023-09-17,cust172,male,32,beauty,2,25,50
173,2023-11-08,cust173,male,64,electronics,4,30,120
174,2023-04-12,cust174,female,39,beauty,1,300,300
175,2023-03-20,cust175,female,31,electronics,4,25,100
176,2023-07-11,cust176,female,43,beauty,2,50,100
177,2023-03-24,cust177,male,45,beauty,2,50,100
178,2023-10-04,cust178,male,40,clothing,2,30,60
179,2023-09-29,cust179,male,31,electronics,1,300,300
180,2023-01-01,cust180,male,41,clothing,3,300,900
181,2023-11-03,cust181,male,19,electronics,4,300,1200
182,2023-06-15,cust182,male,62,beauty,4,30,120
183,2023-09-08,cust183,female,43,beauty,3,300,900
184,2023-01-10,cust184,male,31,electronics,4,50,200
185,2023-02-27,cust185,male,24,clothing,1,25,25
186,2023-07-05,cust186,male,20,clothing,4,50,200
187,2023-06-07,cust187,female,64,clothing,2,50,100
188,2023-05-03,cust188,male,40,clothing,3,25,75
189,2023-01-30,cust189,male,63,beauty,1,50,50
190,2023-05-04,cust190,female,60,beauty,3,30,90
191,2023-10-18,cust191,male,64,beauty,1,25,25
192,2023-02-10,cust192,male,62,beauty,2,50,100
193,2023-02-13,cust193,male,35,beauty,3,500,1500
194,2023-09-06,cust194,male,55,clothing,4,50,200
195,2023-02-05,cust195,male,52,clothing,1,30,30
196,2023-09-30,cust196,female,32,clothing,3,300,900
197,2023-03-06,cust197,female,42,clothing,4,50,200
198,2023-03-07,cust198,female,54,beauty,3,300,900
199,2023-12-04,cust199,male,45,beauty,3,500,1500
200,2023-09-01,cust200,male,27,beauty,3,50,150
201,2023-10-09,cust201,male,56,electronics,1,25,25
202,2023-03-26,cust202,female,34,clothing,4,300,1200
203,2023-05-16,cust203,male,56,clothing,2,500,1000
204,2023-09-28,cust204,male,39,beauty,1,25,25
205,2023-11-07,cust205,female,43,clothing,1,25,25
206,2023-08-05,cust206,male,61,clothing,1,25,25
207,2023-04-19,cust207,female,42,beauty,2,25,50
208,2023-10-04,cust208,female,34,electronics,4,50,200
209,2023-12-20,cust209,female,30,electronics,4,50,200
210,2023-04-13,cust210,male,37,electronics,4,50,200
211,2024-01-01,cust211,male,42,beauty,3,500,1500
212,2023-06-09,cust212,male,21,clothing,3,500,1500
213,2023-07-24,cust213,male,27,beauty,3,500,1500
214,2023-12-10,cust214,male,20,beauty,2,30,60
215,2023-11-29,cust215,male,58,clothing,3,500,1500
216,2023-07-11,cust216,male,62,electronics,2,50,100
217,2023-08-13,cust217,female,35,electronics,4,50,200
218,2023-09-22,cust218,male,64,beauty,3,30,90
219,2023-08-20,cust219,female,53,electronics,3,30,90
220,2023-03-03,cust220,male,64,beauty,1,500,500
221,2023-05-07,cust221,male,39,beauty,2,300,600
222,2023-04-26,cust222,male,51,clothing,4,30,120
223,2023-02-02,cust223,female,64,clothing,1,25,25
224,2023-06-23,cust224,female,25,clothing,1,50,50
225,2023-01-11,cust225,female,57,beauty,4,25,100
226,2023-10-29,cust226,female,61,clothing,1,50,50
227,2023-10-11,cust227,male,36,electronics,2,50,100
228,2023-04-28,cust228,female,59,electronics,2,30,60
229,2023-10-29,cust229,male,58,beauty,3,30,90
230,2023-04-23,cust230,male,54,beauty,1,25,25
231,2023-01-04,cust231,female,23,clothing,3,50,150
232,2023-02-06,cust232,female,43,beauty,1,25,25
233,2023-12-29,cust233,female,51,beauty,2,300,600
234,2023-11-20,cust234,female,62,electronics,2,25,50
235,2023-01-31,cust235,female,23,electronics,2,500,1000
236,2023-04-28,cust236,female,54,clothing,1,25,25
237,2023-02-04,cust237,female,50,beauty,2,500,1000
238,2023-01-17,cust238,female,39,beauty,1,500,500
239,2023-06-19,cust239,male,38,electronics,3,500,1500
240,2023-02-06,cust240,female,23,beauty,1,300,300
241,2023-09-21,cust241,female,23,electronics,3,25,75
242,2023-05-02,cust242,male,21,clothing,1,25,25
243,2023-05-23,cust243,female,47,electronics,3,300,900
244,2023-12-09,cust244,male,28,beauty,2,50,100
245,2023-09-06,cust245,male,47,clothing,3,30,90
246,2023-04-20,cust246,female,48,electronics,2,25,50
247,2023-10-04,cust247,male,41,electronics,2,30,60
248,2023-03-09,cust248,male,26,clothing,3,300,900
249,2023-10-20,cust249,male,20,clothing,1,50,50
250,2023-10-23,cust250,male,48,electronics,1,50,50
251,2023-08-31,cust251,female,57,beauty,4,50,200
252,2023-05-05,cust252,male,54,electronics,1,300,300
253,2023-08-31,cust253,female,53,clothing,4,500,2000
254,2023-07-28,cust254,male,41,electronics,1,500,500
255,2023-04-08,cust255,male,48,clothing,1,30,30
256,2023-02-18,cust256,male,23,clothing,2,500,1000
257,2023-02-19,cust257,male,19,beauty,4,500,2000
258,2023-12-04,cust258,female,37,clothing,1,50,50
259,2023-08-09,cust259,female,45,clothing,4,50,200
260,2023-07-01,cust260,male,28,beauty,2,30,60
261,2023-08-05,cust261,male,21,clothing,2,25,50
262,2023-07-30,cust262,female,32,beauty,4,30,120
263,2023-08-28,cust263,male,23,beauty,2,30,60
264,2023-01-28,cust264,male,47,clothing,3,300,900
265,2023-12-11,cust265,male,55,clothing,3,300,900
266,2023-12-01,cust266,female,19,electronics,2,30,60
267,2023-11-27,cust267,female,32,beauty,3,30,90
268,2023-02-20,cust268,female,28,electronics,1,30,30
269,2023-02-01,cust269,male,25,clothing,4,500,2000
270,2023-07-26,cust270,male,43,electronics,1,300,300
271,2023-06-23,cust271,female,62,beauty,4,30,120
272,2023-02-25,cust272,female,61,electronics,2,50,100
273,2023-05-08,cust273,female,22,beauty,1,50,50
274,2023-04-09,cust274,female,23,clothing,2,500,1000
275,2023-04-08,cust275,male,43,clothing,2,500,1000
276,2023-10-02,cust276,female,21,beauty,4,25,100
277,2023-08-18,cust277,male,36,clothing,4,25,100
278,2023-03-13,cust278,female,37,clothing,4,25,100
279,2023-08-05,cust279,male,50,clothing,1,500,500
280,2023-04-04,cust280,female,37,clothing,3,500,1500
281,2023-05-23,cust281,female,29,beauty,4,500,2000
282,2023-08-25,cust282,female,64,electronics,4,50,200
283,2023-05-08,cust283,female,18,electronics,1,500,500
284,2023-02-08,cust284,male,43,clothing,4,50,200
285,2023-08-15,cust285,female,31,electronics,1,25,25
286,2023-10-09,cust286,male,55,electronics,2,25,50
287,2023-02-20,cust287,male,54,clothing,4,25,100
288,2023-01-26,cust288,male,28,clothing,4,30,120
289,2023-11-30,cust289,male,53,electronics,2,30,60
290,2023-10-04,cust290,female,30,beauty,2,300,600
291,2023-01-08,cust291,male,60,clothing,2,300,600
292,2023-02-17,cust292,male,20,beauty,4,300,1200
293,2023-05-02,cust293,male,50,electronics,3,30,90
294,2023-03-27,cust294,female,23,clothing,3,30,90
295,2023-07-28,cust295,female,27,beauty,3,300,900
296,2023-09-06,cust296,female,22,clothing,4,300,1200
297,2023-09-04,cust297,female,40,electronics,2,500,1000
298,2023-04-20,cust298,male,27,beauty,4,300,1200
299,2023-07-25,cust299,male,61,electronics,2,500,1000
300,2023-01-31,cust300,female,19,electronics,4,50,200
301,2023-03-26,cust301,male,30,clothing,4,30,120
302,2023-07-14,cust302,male,57,beauty,2,300,600
303,2023-01-02,cust303,male,19,electronics,3,30,90
304,2023-07-19,cust304,female,37,electronics,2,30,60
305,2023-05-16,cust305,female,18,beauty,1,30,30
306,2023-08-21,cust306,male,54,electronics,1,50,50
307,2023-05-27,cust307,female,26,electronics,2,25,50
308,2023-08-05,cust308,female,34,beauty,4,300,1200
309,2023-12-23,cust309,female,26,beauty,1,25,25
310,2023-10-12,cust310,female,28,beauty,1,25,25
311,2023-12-05,cust311,female,32,beauty,4,25,100
312,2023-09-07,cust312,male,41,clothing,4,30,120
313,2023-03-21,cust313,female,55,beauty,3,500,1500
314,2023-04-08,cust314,male,52,clothing,4,30,120
315,2023-06-01,cust315,male,47,clothing,2,30,60
316,2023-04-22,cust316,female,48,clothing,2,25,50
317,2023-01-30,cust317,male,22,electronics,3,30,90
318,2023-10-24,cust318,male,61,clothing,1,25,25
319,2023-10-05,cust319,male,31,clothing,1,500,500
320,2023-02-01,cust320,female,28,electronics,4,300,1200
321,2023-06-10,cust321,female,26,electronics,2,25,50
322,2023-01-30,cust322,male,51,electronics,1,500,500
323,2023-01-26,cust323,female,29,beauty,3,300,900
324,2023-10-27,cust324,female,52,electronics,3,50,150
325,2023-09-02,cust325,female,52,electronics,2,25,50
326,2023-09-15,cust326,female,18,clothing,3,25,75
327,2023-09-29,cust327,male,57,electronics,3,50,150
328,2023-03-22,cust328,male,39,beauty,2,50,100
329,2023-01-30,cust329,female,46,electronics,4,25,100
330,2023-09-18,cust330,female,25,beauty,4,50,200
331,2023-02-11,cust331,male,28,electronics,3,30,90
332,2023-04-06,cust332,male,58,electronics,4,300,1200
333,2023-02-05,cust333,female,54,electronics,4,300,1200
334,2023-11-01,cust334,male,31,electronics,3,300,900
335,2023-02-04,cust335,female,47,beauty,4,30,120
336,2023-12-12,cust336,female,52,beauty,3,50,150
337,2023-05-01,cust337,male,38,clothing,1,500,500
338,2023-07-26,cust338,male,54,beauty,2,50,100
339,2023-03-03,cust339,female,22,electronics,2,25,50
340,2023-10-19,cust340,female,36,clothing,4,300,1200
341,2023-05-07,cust341,male,31,clothing,4,50,200
342,2023-10-24,cust342,female,43,clothing,4,500,2000
343,2023-11-01,cust343,male,21,electronics,2,25,50
344,2023-01-21,cust344,female,42,beauty,1,30,30
345,2023-11-14,cust345,male,62,electronics,1,30,30
346,2023-02-11,cust346,male,59,clothing,2,500,1000
347,2023-08-03,cust347,male,42,electronics,1,25,25
348,2023-12-03,cust348,female,35,electronics,2,300,600
349,2023-10-26,cust349,female,57,beauty,1,50,50
350,2023-10-17,cust350,male,25,beauty,3,25,75
351,2023-09-25,cust351,female,56,clothing,3,30,90
352,2023-06-11,cust352,male,57,electronics,2,500,1000
353,2023-05-14,cust353,male,31,electronics,1,500,500
354,2023-04-15,cust354,female,49,beauty,4,50,200
355,2023-12-09,cust355,female,55,electronics,1,500,500
356,2023-06-10,cust356,male,50,electronics,3,500,1500
357,2023-05-03,cust357,female,40,electronics,3,25,75
358,2023-05-16,cust358,female,32,beauty,1,300,300
359,2023-07-22,cust359,male,50,clothing,1,50,50
360,2023-03-09,cust360,male,42,clothing,4,25,100
361,2023-12-10,cust361,female,34,electronics,4,300,1200
362,2023-11-27,cust362,male,50,clothing,1,25,25
363,2023-06-03,cust363,male,64,beauty,1,25,25
364,2023-08-23,cust364,female,19,beauty,1,500,500
365,2023-06-11,cust365,male,31,clothing,1,300,300
366,2023-02-07,cust366,male,57,clothing,2,50,100
367,2023-01-05,cust367,female,57,electronics,1,50,50
368,2023-08-23,cust368,female,56,clothing,4,300,1200
369,2023-11-15,cust369,male,23,electronics,3,500,1500
370,2023-10-16,cust370,male,23,electronics,2,30,60
371,2023-02-21,cust371,female,20,beauty,1,25,25
372,2023-02-07,cust372,female,24,beauty,3,500,1500
373,2023-10-03,cust373,female,25,beauty,2,300,600
374,2023-04-20,cust374,female,59,beauty,3,25,75
375,2023-09-17,cust375,male,32,clothing,1,50,50
376,2023-05-16,cust376,female,64,beauty,1,30,30
377,2023-03-09,cust377,female,46,clothing,4,50,200
378,2023-06-28,cust378,male,50,beauty,1,300,300
379,2023-02-05,cust379,female,47,clothing,1,25,25
380,2023-05-06,cust380,male,56,electronics,2,300,600
381,2023-07-09,cust381,female,44,clothing,4,25,100
382,2023-05-26,cust382,female,53,clothing,2,500,1000
383,2023-03-22,cust383,female,46,beauty,3,30,90
384,2023-08-13,cust384,male,55,clothing,1,500,500
385,2023-10-06,cust385,male,50,electronics,3,500,1500
386,2023-12-27,cust386,female,54,electronics,2,300,600
387,2023-06-04,cust387,male,44,beauty,1,30,30
388,2023-11-10,cust388,male,50,electronics,1,25,25
389,2023-12-01,cust389,male,21,clothing,2,25,50
390,2023-09-28,cust390,male,39,electronics,2,50,100
391,2023-01-05,cust391,male,19,beauty,2,25,50
392,2023-12-08,cust392,male,27,clothing,2,300,600
393,2023-10-11,cust393,female,22,beauty,2,500,1000
394,2023-06-03,cust394,female,27,clothing,1,500,500
395,2023-12-06,cust395,male,50,electronics,2,500,1000
396,2023-02-23,cust396,female,55,beauty,1,30,30
397,2023-03-10,cust397,female,30,beauty,1,25,25
398,2023-05-16,cust398,female,48,clothing,2,300,600
399,2023-03-01,cust399,female,64,beauty,2,30,60
400,2023-02-24,cust400,male,53,clothing,4,50,200
401,2023-10-11,cust401,female,62,clothing,1,300,300
402,2023-03-21,cust402,female,41,clothing,2,300,600
403,2023-05-20,cust403,male,32,clothing,2,300,600
404,2023-05-25,cust404,male,46,electronics,2,500,1000
405,2023-11-06,cust405,female,25,clothing,4,300,1200
406,2023-04-18,cust406,female,22,beauty,4,25,100
407,2023-06-25,cust407,female,46,electronics,3,300,900
408,2023-04-15,cust408,female,64,beauty,1,500,500
409,2023-12-18,cust409,female,21,electronics,3,300,900
410,2023-11-21,cust410,female,29,clothing,2,50,100
411,2023-05-16,cust411,male,62,electronics,4,50,200
412,2023-09-16,cust412,female,19,electronics,4,500,2000
413,2023-09-08,cust413,female,44,beauty,3,25,75
414,2023-05-09,cust414,male,48,beauty,4,25,100
415,2023-01-27,cust415,male,53,clothing,2,30,60
416,2023-02-17,cust416,male,53,electronics,4,500,2000
417,2023-11-21,cust417,male,43,electronics,3,300,900
418,2023-08-05,cust418,female,60,electronics,2,500,1000
419,2023-05-22,cust419,female,44,clothing,3,30,90
420,2023-01-23,cust420,female,22,clothing,4,500,2000
421,2023-01-02,cust421,female,37,clothing,3,500,1500
422,2023-06-20,cust422,female,28,clothing,3,30,90
423,2023-03-08,cust423,female,27,clothing,1,25,25
424,2023-11-23,cust424,male,57,beauty,4,300,1200
425,2023-05-15,cust425,female,55,electronics,4,30,120
426,2023-03-24,cust426,male,23,electronics,3,50,150
427,2023-08-15,cust427,male,25,electronics,1,25,25
428,2023-10-10,cust428,female,40,electronics,4,50,200
429,2023-12-28,cust429,male,64,electronics,2,25,50
430,2023-08-07,cust430,female,43,electronics,3,300,900
431,2023-10-15,cust431,male,63,electronics,4,300,1200
432,2023-01-05,cust432,female,60,electronics,2,500,1000
433,2023-02-27,cust433,male,29,beauty,4,50,200
434,2023-02-08,cust434,female,43,electronics,2,25,50
435,2023-12-20,cust435,female,30,beauty,3,300,900
436,2023-03-18,cust436,female,57,clothing,4,30,120
437,2023-10-07,cust437,female,35,electronics,4,300,1200
438,2023-01-19,cust438,female,42,clothing,1,30,30
439,2023-07-09,cust439,male,50,clothing,3,25,75
440,2023-10-26,cust440,male,64,clothing,2,300,600
441,2023-10-10,cust441,male,57,beauty,4,300,1200
442,2023-03-17,cust442,female,60,clothing,4,25,100
443,2023-08-09,cust443,male,29,clothing,2,300,600
444,2023-03-07,cust444,female,61,clothing,3,30,90
445,2023-01-22,cust445,female,53,electronics,1,300,300
446,2023-06-07,cust446,male,21,electronics,1,50,50
447,2023-07-06,cust447,male,22,beauty,4,500,2000
448,2023-01-21,cust448,female,54,beauty,2,30,60
449,2023-07-03,cust449,male,25,electronics,4,50,200
450,2023-04-18,cust450,female,59,beauty,2,25,50
451,2023-12-16,cust451,female,45,electronics,1,30,30
452,2023-05-08,cust452,female,48,clothing,3,500,1500
453,2023-12-08,cust453,female,26,clothing,2,500,1000
454,2023-02-22,cust454,female,46,beauty,1,25,25
455,2023-07-01,cust455,male,31,electronics,4,25,100
456,2023-10-14,cust456,male,57,electronics,2,30,60
457,2023-07-28,cust457,female,58,beauty,3,300,900
458,2023-11-14,cust458,female,39,electronics,4,25,100
459,2023-03-21,cust459,male,28,clothing,4,300,1200
460,2023-05-02,cust460,male,40,beauty,1,50,50
461,2023-03-25,cust461,female,18,beauty,2,500,1000
462,2023-04-01,cust462,male,63,electronics,4,300,1200
463,2023-07-31,cust463,female,54,beauty,3,500,1500
464,2023-01-13,cust464,male,38,electronics,2,300,600
465,2023-04-02,cust465,female,43,electronics,3,50,150
466,2023-06-20,cust466,male,63,electronics,4,25,100
467,2023-07-30,cust467,female,53,electronics,3,50,150
468,2023-12-09,cust468,male,40,electronics,1,25,25
469,2023-05-08,cust469,male,18,beauty,3,25,75
470,2023-05-17,cust470,female,57,clothing,2,500,1000
471,2023-03-23,cust471,male,32,clothing,3,50,150
472,2023-12-26,cust472,female,38,beauty,3,300,900
473,2023-02-25,cust473,male,64,beauty,1,50,50
474,2023-07-15,cust474,female,26,clothing,3,500,1500
475,2023-01-20,cust475,male,26,clothing,3,25,75
476,2023-08-29,cust476,female,27,clothing,4,500,2000
477,2023-04-24,cust477,male,43,clothing,4,30,120
478,2023-04-13,cust478,female,58,clothing,2,30,60
479,2023-08-24,cust479,male,52,electronics,4,300,1200
480,2023-06-29,cust480,female,42,beauty,4,500,2000
481,2023-06-06,cust481,female,43,electronics,4,300,1200
482,2023-04-27,cust482,female,28,clothing,4,300,1200
483,2023-04-25,cust483,male,55,clothing,1,30,30
484,2023-01-13,cust484,female,19,clothing,4,300,1200
485,2023-12-04,cust485,male,24,electronics,1,30,30
486,2023-04-09,cust486,female,35,electronics,1,25,25
487,2023-07-24,cust487,male,44,clothing,4,500,2000
488,2023-06-18,cust488,female,51,electronics,3,300,900
489,2023-05-23,cust489,male,44,electronics,1,30,30
490,2023-02-05,cust490,male,34,clothing,3,50,150
491,2023-05-23,cust491,female,60,electronics,3,300,900
492,2023-06-29,cust492,male,61,beauty,4,25,100
493,2023-11-25,cust493,male,41,beauty,2,25,50
494,2023-09-18,cust494,female,42,beauty,4,50,200
495,2023-07-24,cust495,male,24,beauty,2,30,60
496,2023-12-14,cust496,male,23,clothing,2,300,600
497,2023-10-02,cust497,male,41,clothing,4,30,120
498,2023-06-19,cust498,female,50,clothing,4,25,100
499,2023-01-15,cust499,male,46,beauty,2,30,60
500,2023-03-01,cust500,female,60,beauty,4,25,100
501,2023-05-14,cust501,male,39,electronics,2,30,60
502,2023-04-02,cust502,male,43,electronics,3,50,150
503,2023-10-25,cust503,male,45,beauty,4,500,2000
504,2023-05-16,cust504,female,38,beauty,3,50,150
505,2023-01-20,cust505,male,24,beauty,1,50,50
506,2023-02-25,cust506,male,34,beauty,3,500,1500
507,2023-11-02,cust507,female,37,electronics,3,500,1500
508,2023-08-11,cust508,male,58,beauty,2,300,600
509,2023-06-26,cust509,female,37,electronics,3,300,900
510,2023-06-10,cust510,female,39,beauty,4,50,200
